sid,id,target,category,polarity,from,to
28112:1,28112:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
28112:3,28112:3:0,кухня,FOOD#QUALITY,positive,40,45
28112:4,28112:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
28112:5,28112:5:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
28112:6,28112:6:0,Качество мяса,FOOD#QUALITY,positive,0,13
28112:7,28112:7:0,NULL,FOOD#QUALITY,positive,0,0
28112:8,28112:8:0,еде,FOOD#QUALITY,positive,13,16
28112:10,28112:10:0,NULL,AMBIENCE#GENERAL,positive,0,0
28112:11,28112:11:0,NULL,AMBIENCE#GENERAL,positive,0,0
28112:12,28112:12:0,большие окна,AMBIENCE#GENERAL,neutral,33,45
28112:13,28112:13:0,проемы окон,AMBIENCE#GENERAL,negative,8,19
28112:14,28112:14:0,Обслуживанию,SERVICE#GENERAL,positive,0,12
28112:15,28112:15:0,официанты,SERVICE#GENERAL,neutral,31,40
28112:16,28112:16:0,NULL,SERVICE#GENERAL,neutral,0,0
28112:17,28112:17:0,NULL,SERVICE#GENERAL,positive,0,0
28112:18,28112:18:0,NULL,SERVICE#GENERAL,positive,0,0
28112:19,28112:19:0,NULL,RESTAURANT#GENERAL,positive,0,0
28112:20,28112:20:0,музыка,AMBIENCE#GENERAL,positive,29,35
28112:21,28112:21:0,NULL,RESTAURANT#GENERAL,positive,0,0
28258:1,28258:1:0,парковщик,SERVICE#GENERAL,positive,20,29
28258:2,28258:2:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
28258:2,28258:2:1,дизайн,AMBIENCE#GENERAL,positive,47,53
28258:3,28258:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
28258:4,28258:4:0,девушка,SERVICE#GENERAL,positive,25,32
28258:6,28258:6:0,NULL,SERVICE#GENERAL,positive,0,0
28258:7,28258:7:0,Меню,FOOD#STYLE_OPTIONS,positive,0,4
28258:8,28258:8:0,Дизайн меню,RESTAURANT#MISCELLANEOUS,positive,0,11
28258:10,28258:10:0,Суп,FOOD#QUALITY,positive,0,3
28258:10,28258:10:1,паста,FOOD#QUALITY,positive,20,25
28258:11,28258:11:0,соуса,FOOD#QUALITY,positive,6,11
28258:11,28258:11:1,мясо утки,FOOD#QUALITY,positive,20,29
28258:12,28258:12:0,Пастой,FOOD#QUALITY,positive,0,6
28258:14,28258:14:0,NULL,FOOD#QUALITY,positive,0,0
28258:15,28258:15:0,NULL,RESTAURANT#GENERAL,positive,0,0
28258:15,28258:15:1,NULL,FOOD#QUALITY,positive,0,0
28258:16,28258:16:0,ресторан,RESTAURANT#GENERAL,positive,27,35
28258:17,28258:17:0,поварам,FOOD#QUALITY,positive,8,15
28258:17,28258:17:1,персоналу,SERVICE#GENERAL,positive,18,27
28275:1,28275:1:0,NULL,RESTAURANT#GENERAL,neutral,0,0
28275:2,28275:2:0,официантки,SERVICE#GENERAL,positive,15,25
28275:4,28275:4:0,интерьер,AMBIENCE#GENERAL,positive,24,32
28275:4,28275:4:1,диванчики,AMBIENCE#GENERAL,positive,42,51
28275:5,28275:5:0,NULL,AMBIENCE#GENERAL,neutral,0,0
28275:6,28275:6:0,Девушка,SERVICE#GENERAL,positive,0,7
28275:7,28275:7:0,NULL,SERVICE#GENERAL,positive,0,0
28275:8,28275:8:0,роллы,FOOD#QUALITY,positive,29,34
28275:8,28275:8:1,порции горячего,FOOD#STYLE_OPTIONS,positive,81,96
28275:9,28275:9:0,NULL,SERVICE#GENERAL,neutral,0,0
28275:9,28275:9:1,кухне,FOOD#QUALITY,neutral,2,7
28275:10,28275:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
28585:2,28585:2:0,ресторана,RESTAURANT#GENERAL,positive,24,33
28585:5,28585:5:0,NULL,SERVICE#GENERAL,positive,0,0
28585:5,28585:5:1,вид,LOCATION#GENERAL,positive,27,30
28585:6,28585:6:0,Блюд,FOOD#STYLE_OPTIONS,neutral,0,4
28585:8,28585:8:0,NULL,SERVICE#GENERAL,positive,0,0
28585:9,28585:9:0,NULL,FOOD#QUALITY,positive,0,0
28585:9,28585:9:1,NULL,FOOD#STYLE_OPTIONS,positive,0,0
28585:10,28585:10:0,Атмосфера,AMBIENCE#GENERAL,positive,0,9
28585:10,28585:10:1,мебель,AMBIENCE#GENERAL,positive,23,29
28585:10,28585:10:2,приборы,FOOD#STYLE_OPTIONS,positive,31,38
28585:10,28585:10:3,посуда,FOOD#STYLE_OPTIONS,positive,40,46
28585:10,28585:10:4,вид из окна,LOCATION#GENERAL,positive,48,59
28585:10,28585:10:5,свечи,AMBIENCE#GENERAL,positive,61,66
28585:10,28585:10:6,обслуживание,SERVICE#GENERAL,positive,68,80
28585:11,28585:11:0,NULL,RESTAURANT#GENERAL,positive,0,0
28585:12,28585:12:0,NULL,RESTAURANT#GENERAL,positive,0,0
28612:0,28612:0:0,Ресторан,RESTAURANT#GENERAL,positive,0,8
28612:1,28612:1:0,персонал,SERVICE#GENERAL,positive,26,34
28612:2,28612:2:0,выбор блюд,FOOD#STYLE_OPTIONS,positive,8,18
28612:2,28612:2:1,блюд,FOOD#QUALITY,positive,14,18
28612:3,28612:3:0,Порции,FOOD#QUALITY,positive,0,6
28612:3,28612:3:1,NULL,SERVICE#GENERAL,positive,0,0
28612:4,28612:4:0,музыка,AMBIENCE#GENERAL,positive,48,54
28612:4,28612:4:1,обстановка,AMBIENCE#GENERAL,positive,76,86
28612:5,28612:5:0,интерьер,AMBIENCE#GENERAL,positive,12,20
28612:6,28612:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
28612:7,28612:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
28710:0,28710:0:0,место,RESTAURANT#GENERAL,positive,9,14
28710:4,28710:4:0,шеф-повару,FOOD#QUALITY,positive,54,64
28710:5,28710:5:0,NULL,FOOD#QUALITY,positive,0,0
28710:6,28710:6:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
28710:6,28710:6:1,елочка,AMBIENCE#GENERAL,positive,74,80
28710:6,28710:6:2,туи,AMBIENCE#GENERAL,positive,83,86
28710:6,28710:6:3,фонарики,AMBIENCE#GENERAL,positive,87,95
28710:6,28710:6:4,диваны,AMBIENCE#GENERAL,positive,149,155
28710:6,28710:6:5,свечи,AMBIENCE#GENERAL,positive,156,161
28710:6,28710:6:6,белый рояль,AMBIENCE#GENERAL,positive,163,174
28710:7,28710:7:0,живая музыка,AMBIENCE#GENERAL,positive,66,78
28710:7,28710:7:1,пианистка,AMBIENCE#GENERAL,positive,80,89
28710:9,28710:9:0,Персонал,SERVICE#GENERAL,positive,0,8
28710:9,28710:9:1,хостесс,SERVICE#GENERAL,positive,78,85
28710:10,28710:10:0,Официанты,SERVICE#GENERAL,positive,0,9
28710:11,28710:11:0,ресторан,RESTAURANT#GENERAL,positive,17,25
28710:12,28710:12:0,NULL,RESTAURANT#GENERAL,positive,0,0
29298:0,29298:0:0,ресторан,RESTAURANT#GENERAL,positive,48,56
29298:0,29298:0:1,обслуживание,SERVICE#GENERAL,neutral,58,70
29298:0,29298:0:2,официанты,SERVICE#GENERAL,positive,85,94
29298:0,29298:0:3,администраторы,SERVICE#GENERAL,positive,97,111
29298:2,29298:2:0,живая музыка,AMBIENCE#GENERAL,positive,58,70
29298:3,29298:3:0,NULL,FOOD#PRICES,neutral,0,0
29298:3,29298:3:1,Публика,AMBIENCE#GENERAL,neutral,0,7
29298:3,29298:3:2,пивоварня,DRINKS#QUALITY,positive,47,56
29298:3,29298:3:3,пшеничное и ячменное пиво,DRINKS#QUALITY,positive,77,102
29298:3,29298:3:4,закуски,FOOD#QUALITY,positive,104,111
29298:3,29298:3:5,сырная и мясная тарелка,FOOD#QUALITY,positive,141,164
29298:3,29298:3:6,молочные и алкогольные коктейли,DRINKS#QUALITY,positive,175,206
29298:4,29298:4:0,заведение,RESTAURANT#GENERAL,positive,34,43
29298:5,29298:5:0,ресторан,RESTAURANT#GENERAL,positive,39,47
29321:2,29321:2:0,NULL,SERVICE#GENERAL,positive,0,0
29321:3,29321:3:0,Второй этаж,AMBIENCE#GENERAL,positive,0,11
29321:4,29321:4:0,интерьер,AMBIENCE#GENERAL,positive,15,23
29321:6,29321:6:0,меню,FOOD#STYLE_OPTIONS,positive,12,16
29321:7,29321:7:0,вино,DRINKS#PRICES,negative,8,12
29321:8,29321:8:0,кухня,FOOD#QUALITY,neutral,16,21
29321:9,29321:9:0,обслуживания,SERVICE#GENERAL,neutral,12,24
29321:9,29321:9:1,девушек,SERVICE#GENERAL,neutral,155,162
29321:10,29321:10:0,NULL,SERVICE#GENERAL,negative,0,0
29321:11,29321:11:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
29321:11,29321:11:1,NULL,FOOD#QUALITY,positive,0,0
29321:11,29321:11:2,обслуживания,SERVICE#GENERAL,neutral,76,88
29321:11,29321:11:3,приема,SERVICE#GENERAL,neutral,91,97
29321:12,29321:12:0,обслуживание,SERVICE#GENERAL,negative,3,15
29350:1,29350:1:0,еда,FOOD#QUALITY,positive,26,29
29350:1,29350:1:1,суши,FOOD#QUALITY,positive,44,48
29350:1,29350:1:2,роллы,FOOD#QUALITY,positive,50,55
29350:1,29350:1:3,свинной шашлык,FOOD#QUALITY,positive,57,71
29350:1,29350:1:4,теплый мексиканский салат,FOOD#QUALITY,positive,72,97
29350:2,29350:2:0,большого пространства,AMBIENCE#GENERAL,negative,20,41
29350:2,29350:2:1,виды из окна,LOCATION#GENERAL,positive,92,104
29350:3,29350:3:0,Сервис,SERVICE#GENERAL,positive,0,6
29350:3,29350:3:1,встречи гостя,SERVICE#GENERAL,positive,48,61
29350:3,29350:3:2,проводов,SERVICE#GENERAL,positive,65,73
29350:4,29350:4:0,Персонал,SERVICE#GENERAL,positive,0,8
29350:4,29350:4:1,официантка,SERVICE#GENERAL,positive,34,44
29350:5,29350:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
29350:6,29350:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
29383:3,29383:3:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
29383:4,29383:4:0,кондиционеров,AMBIENCE#GENERAL,negative,42,55
29383:5,29383:5:0,NULL,AMBIENCE#GENERAL,negative,0,0
29383:6,29383:6:0,салат Дор-брю,FOOD#QUALITY,positive,17,30
29383:6,29383:6:1,Фирменное блюдо колбаски к пиву,FOOD#QUALITY,positive,101,132
29383:7,29383:7:0,Горячее,FOOD#QUALITY,neutral,0,7
29383:8,29383:8:0,музыка,AMBIENCE#GENERAL,negative,14,20
29383:8,29383:8:1,офицанток,SERVICE#GENERAL,negative,29,38
29383:9,29383:9:0,Девушка офицантка,SERVICE#GENERAL,negative,0,17
29383:10,29383:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
29383:11,29383:11:0,пиво,DRINKS#QUALITY,positive,19,23
29383:11,29383:11:1,колбасками,FOOD#QUALITY,positive,26,36
29395:0,29395:0:0,Ресторан,RESTAURANT#GENERAL,positive,0,8
29395:2,29395:2:0,Кухня,FOOD#QUALITY,positive,0,5
29395:2,29395:2:1,обслуживание,SERVICE#GENERAL,positive,21,33
29395:3,29395:3:0,NULL,SERVICE#GENERAL,positive,0,0
29395:4,29395:4:0,шампанское,DRINKS#QUALITY,positive,89,99
29395:5,29395:5:0,NULL,SERVICE#GENERAL,neutral,0,0
29395:6,29395:6:0,едой,FOOD#QUALITY,positive,48,52
29395:7,29395:7:0,музыка,AMBIENCE#GENERAL,positive,14,20
29395:10,29395:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
29395:11,29395:11:0,"""ТБИЛИСО""",RESTAURANT#GENERAL,positive,76,85
2965:4,2965:4:0,NULL,SERVICE#GENERAL,positive,0,0
2965:4,2965:4:1,ресторан,RESTAURANT#GENERAL,positive,60,68
2965:5,2965:5:0,атмосферой,AMBIENCE#GENERAL,positive,38,48
2965:5,2965:5:1,живой музыкой,AMBIENCE#GENERAL,positive,70,83
2965:6,2965:6:0,Обслуживание,SERVICE#GENERAL,positive,0,12
2965:6,2965:6:1,официанты,SERVICE#GENERAL,positive,66,75
2965:6,2965:6:2,знанием меню,SERVICE#GENERAL,positive,149,161
2965:7,2965:7:0,Кухня,FOOD#STYLE_OPTIONS,positive,0,5
2965:7,2965:7:1,меню,FOOD#STYLE_OPTIONS,positive,53,57
2965:8,2965:8:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
2965:8,2965:8:1,посуда,FOOD#STYLE_OPTIONS,positive,15,21
2965:9,2965:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
2965:9,2965:9:1,NULL,RESTAURANT#PRICES,neutral,0,0
2965:10,2965:10:0,ресторан,RESTAURANT#GENERAL,positive,56,64
2965:10,2965:10:1,сервиса,SERVICE#GENERAL,positive,92,99
2965:10,2965:10:2,кухней,FOOD#QUALITY,positive,102,108
30148:2,30148:2:0,NULL,SERVICE#GENERAL,negative,0,0
30148:3,30148:3:0,NULL,SERVICE#GENERAL,negative,0,0
30148:4,30148:4:0,Паста,FOOD#QUALITY,neutral,0,5
30148:4,30148:4:1,ризотто,FOOD#QUALITY,neutral,6,13
30148:5,30148:5:0,NULL,FOOD#QUALITY,neutral,0,0
30148:6,30148:6:0,официанта,SERVICE#GENERAL,negative,56,65
30148:7,30148:7:0,NULL,SERVICE#GENERAL,negative,0,0
30148:8,30148:8:0,NULL,AMBIENCE#GENERAL,neutral,0,0
30148:8,30148:8:1,сервисом,SERVICE#GENERAL,negative,14,22
30148:9,30148:9:0,Супчики,FOOD#QUALITY,positive,0,7
30148:10,30148:10:0,NULL,RESTAURANT#GENERAL,neutral,0,0
30201:1,30201:1:0,Кухня,FOOD#QUALITY,positive,0,5
30201:1,30201:1:1,сервис,SERVICE#GENERAL,negative,46,52
30201:1,30201:1:2,обслуживание,SERVICE#GENERAL,negative,55,67
30201:2,30201:2:0,Официантки,SERVICE#GENERAL,negative,0,10
30201:4,30201:4:0,Пиво,DRINKS#QUALITY,negative,0,4
30201:6,30201:6:0,васаби,RESTAURANT#GENERAL,negative,9,15
30368:2,30368:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
30368:3,30368:3:0,сотрудники,SERVICE#GENERAL,positive,22,32
30368:3,30368:3:1,девушка официантка,SERVICE#GENERAL,positive,70,88
30368:4,30368:4:0,NULL,SERVICE#GENERAL,positive,0,0
30368:4,30368:4:1,выбор пива,DRINKS#STYLE_OPTIONS,positive,79,89
30368:5,30368:5:0,пиво,DRINKS#QUALITY,positive,50,54
30368:6,30368:6:0,Кухня,FOOD#QUALITY,positive,0,5
30368:6,30368:6:1,пивная тарелка,FOOD#QUALITY,positive,26,40
30368:6,30368:6:2,пивная тарелка,DRINKS#STYLE_OPTIONS,positive,26,40
30368:7,30368:7:0,закуски,FOOD#STYLE_OPTIONS,positive,14,21
30368:8,30368:8:0,Фиш & Чипс,FOOD#QUALITY,positive,34,44
30368:8,30368:8:1,Стрейк Нью-Йорк,FOOD#QUALITY,positive,46,61
30368:9,30368:9:0,сорбете,FOOD#PRICES,negative,96,103
30368:10,30368:10:0,NULL,FOOD#PRICES,negative,0,0
30368:11,30368:11:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
30368:12,30368:12:0,обстановка,AMBIENCE#GENERAL,positive,26,36
30368:13,30368:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
30808:1,30808:1:0,руководству ресторана,RESTAURANT#GENERAL,positive,49,70
30808:1,30808:1:1,обслуживающему персоналу,SERVICE#GENERAL,positive,72,96
30808:1,30808:1:2,сотрудникам,SERVICE#GENERAL,positive,114,125
30808:1,30808:1:3,блюда,FOOD#QUALITY,positive,179,184
30808:2,30808:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
30808:3,30808:3:0,интерьер,AMBIENCE#GENERAL,positive,22,30
30808:4,30808:4:0,Стол,FOOD#QUALITY,positive,0,4
30808:5,30808:5:0,официант,SERVICE#GENERAL,positive,15,23
30808:6,30808:6:0,ресторана,RESTAURANT#GENERAL,positive,23,32
30808:6,30808:6:1,ресторана,RESTAURANT#PRICES,positive,23,32
31004:1,31004:1:0,NULL,SERVICE#GENERAL,negative,0,0
31004:5,31004:5:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
31004:7,31004:7:0,Горячее,FOOD#QUALITY,negative,0,7
31004:8,31004:8:0,блюда,FOOD#QUALITY,negative,47,52
31004:9,31004:9:0,соли,FOOD#QUALITY,negative,8,12
31004:9,31004:9:1,специй,FOOD#QUALITY,negative,22,28
31004:9,31004:9:2,еда,FOOD#QUALITY,negative,49,52
31004:9,31004:9:3,официанты,SERVICE#GENERAL,negative,93,102
31004:10,31004:10:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
31004:11,31004:11:0,NULL,FOOD#QUALITY,negative,0,0
31004:12,31004:12:0,NULL,RESTAURANT#GENERAL,negative,0,0
31004:13,31004:13:0,салат из зелени и овощей,FOOD#QUALITY,neutral,25,49
31004:14,31004:14:0,кухне,FOOD#PRICES,negative,35,40
31004:14,31004:14:1,кухне,FOOD#QUALITY,negative,35,40
31004:15,31004:15:0,NULL,RESTAURANT#GENERAL,negative,0,0
31071:0,31071:0:0,заведение,RESTAURANT#GENERAL,neutral,11,20
31071:1,31071:1:0,зал,AMBIENCE#GENERAL,negative,24,27
31071:1,31071:1:1,столы,AMBIENCE#GENERAL,negative,188,193
31071:2,31071:2:0,NULL,FOOD#PRICES,negative,0,0
31071:3,31071:3:0,обслуживание,SERVICE#GENERAL,negative,11,23
31071:3,31071:3:1,официанты,SERVICE#GENERAL,negative,92,101
31071:3,31071:3:2,официантка,SERVICE#GENERAL,negative,203,213
31071:3,31071:3:3,девушка из гардероба,SERVICE#GENERAL,negative,302,322
31071:4,31071:4:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
31071:4,31071:4:1,месторасположение,LOCATION#GENERAL,positive,11,28
31071:5,31071:5:0,Кухня,FOOD#QUALITY,neutral,0,5
31071:5,31071:5:1,равиоли с трюфелями и рикоттой,FOOD#QUALITY,neutral,47,77
31071:5,31071:5:2,крем-суп из тыквы с пармезаном,FOOD#QUALITY,neutral,89,119
31140:1,31140:1:0,Le Glamure,RESTAURANT#GENERAL,positive,31,41
31140:2,31140:2:0,кухня,FOOD#QUALITY,positive,9,14
31140:2,31140:2:1,обслуживание,SERVICE#GENERAL,positive,16,28
31140:2,31140:2:2,обстановка,AMBIENCE#GENERAL,positive,46,56
31140:3,31140:3:0,ресторан,RESTAURANT#GENERAL,positive,22,30
31140:3,31140:3:1,ресторан,AMBIENCE#GENERAL,positive,22,30
31140:4,31140:4:0,официанты,SERVICE#GENERAL,positive,12,21
31140:4,31140:4:1,еда,FOOD#QUALITY,positive,31,34
31140:4,31140:4:2,интерьер,AMBIENCE#GENERAL,positive,46,54
31140:5,31140:5:0,место,RESTAURANT#GENERAL,positive,27,32
31140:6,31140:6:0,ведущей,SERVICE#GENERAL,positive,30,37
3152:1,3152:1:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
3152:1,3152:1:1,обстановка ресторана,AMBIENCE#GENERAL,positive,17,37
3152:1,3152:1:2,интерьер,AMBIENCE#GENERAL,positive,56,64
3152:2,3152:2:0,еды,FOOD#QUALITY,positive,83,86
3152:2,3152:2:1,еды,FOOD#STYLE_OPTIONS,positive,83,86
3152:3,3152:3:0,"салат ""Лагуна""",FOOD#QUALITY,positive,46,60
3152:3,3152:3:1,баклажаны,FOOD#QUALITY,positive,62,71
3152:3,3152:3:2,рулетики с грибами,FOOD#QUALITY,positive,74,92
3152:5,3152:5:0,рыбу-стейк из форели,FOOD#QUALITY,positive,10,30
3152:5,3152:5:1,блюдо,FOOD#QUALITY,positive,46,51
3152:6,3152:6:0,обслуживание,SERVICE#GENERAL,positive,13,25
3152:6,3152:6:1,персонала,SERVICE#GENERAL,positive,38,47
3152:8,3152:8:0,человек,SERVICE#GENERAL,positive,27,34
3152:9,3152:9:0,NULL,SERVICE#GENERAL,positive,0,0
3152:10,3152:10:0,Директор,SERVICE#GENERAL,positive,0,8
3152:11,3152:11:0,NULL,RESTAURANT#GENERAL,positive,0,0
3152:12,3152:12:0,ресторана,RESTAURANT#GENERAL,positive,35,44
3152:13,3152:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
31778:0,31778:0:0,заведение,RESTAURANT#GENERAL,positive,27,36
31778:1,31778:1:0,живая музыка,AMBIENCE#GENERAL,positive,17,29
31778:4,31778:4:0,Ребята,AMBIENCE#GENERAL,positive,0,6
31778:5,31778:5:0,Публика,AMBIENCE#GENERAL,positive,0,7
31778:5,31778:5:1,администрацию бара,SERVICE#GENERAL,positive,94,112
31778:6,31778:6:0,бармен,SERVICE#GENERAL,positive,24,30
31778:7,31778:7:0,обслуживание,SERVICE#GENERAL,neutral,3,15
31778:8,31778:8:0,официантку,SERVICE#GENERAL,negative,12,22
31778:9,31778:9:0,пиво,DRINKS#QUALITY,positive,29,33
31778:10,31778:10:0,заведения,RESTAURANT#GENERAL,positive,14,23
31778:10,31778:10:1,пиво,DRINKS#PRICES,positive,69,73
31778:10,31778:10:2,пиво,DRINKS#QUALITY,positive,69,73
31778:11,31778:11:0,администрации,SERVICE#GENERAL,positive,40,53
31778:12,31778:12:0,NULL,RESTAURANT#GENERAL,positive,0,0
31963:0,31963:0:0,интерьер,AMBIENCE#GENERAL,neutral,45,53
31963:0,31963:0:1,администратор,SERVICE#GENERAL,positive,78,91
31963:1,31963:1:0,официанта,SERVICE#GENERAL,neutral,75,84
31963:2,31963:2:0,Обстановка,AMBIENCE#GENERAL,positive,0,10
31963:3,31963:3:0,блюда,FOOD#QUALITY,neutral,59,64
31963:3,31963:3:1,мясное блюдо,FOOD#QUALITY,positive,349,361
31963:3,31963:3:2,мясо,FOOD#QUALITY,negative,432,436
31963:4,31963:4:0,заведение,RESTAURANT#GENERAL,positive,29,38
31963:5,31963:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
3202:0,3202:0:0,персонала,SERVICE#GENERAL,positive,85,94
3202:1,3202:1:0,официантка,SERVICE#GENERAL,positive,16,26
3202:1,3202:1:1,девушка,SERVICE#GENERAL,positive,94,101
3202:2,3202:2:0,пиво,DRINKS#QUALITY,positive,5,9
3202:2,3202:2:1,пиво,DRINKS#QUALITY,positive,51,55
3202:3,3202:3:0,пасты,FOOD#QUALITY,positive,11,16
3202:3,3202:3:1,блюда,FOOD#QUALITY,positive,148,153
3202:3,3202:3:2,блюда,FOOD#STYLE_OPTIONS,positive,148,153
3202:4,3202:4:0,интерьер,AMBIENCE#GENERAL,positive,17,25
3202:5,3202:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
3202:6,3202:6:0,Кухня,FOOD#QUALITY,positive,0,5
3202:6,3202:6:1,обслуживание,SERVICE#GENERAL,positive,14,26
3202:6,3202:6:2,персонал,SERVICE#GENERAL,positive,63,71
3202:7,3202:7:0,Нельсон паб,RESTAURANT#GENERAL,positive,22,33
32040:0,32040:0:0,ресторан,RESTAURANT#GENERAL,positive,8,16
32040:0,32040:0:1,обслуживанием,SERVICE#GENERAL,neutral,28,41
32040:2,32040:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
32040:3,32040:3:0,интерьер,AMBIENCE#GENERAL,positive,7,15
32040:3,32040:3:1,девушки официанты,SERVICE#GENERAL,positive,61,78
32040:3,32040:3:2,музыка,AMBIENCE#GENERAL,positive,89,95
32040:4,32040:4:0,Кухня,FOOD#QUALITY,neutral,0,5
